ItemName	ItemGenre	DetailType	ParticularType	ImageName	ObjIdx	Width	Height	Intro	Series	Price	Level	PropType1	Min	Max	PropType2	Min	Max	PropType3	Min	Max	PropType4	Min	Max	PropType5	Min	Max	PropType6	Min	Max	PropType7	Min	Max	PropReq1	Param	PropReq2	Param	PropReq3	Param	PropReq4	Param	PropReq5	Param	PropReq6	Param	Magic1	Magic2	Magic3	Magic4	Magic5	Magic6	Set	SetNum	SetId	ExtraMagic1	ExtraMagic2
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2783	2748	2790	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2755	2748	2797	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2762	2748	2797	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2769	2748	2797	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2776	2748	2797	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2783	2748	2797	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2755	2748	2804	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2762	2748	2804	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2769	2748	2804	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2776	2748	2804	2813	1021	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9																						36	60											2738	2783	2748	2804	2813	1021	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2755	2748	2790	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2762	2748	2790	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2769	2748	2790	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2776	2748	2790	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2783	2748	2790	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2755	2748	2797	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2762	2748	2797	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2769	2748	2797	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2776	2748	2797	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2783	2748	2797	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2755	2748	2804	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2762	2748	2804	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2769	2748	2804	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2776	2748	2804	2813	1297	332			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9																						36	60											2738	2783	2748	2804	2813	1297	332			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2756	2749	2791	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2763	2749	2791	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2770	2749	2791	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2777	2749	2791	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2784	2749	2791	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2756	2749	2798	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2763	2749	2798	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2770	2749	2798	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2777	2749	2798	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2784	2749	2798	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2756	2749	2805	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2763	2749	2805	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2770	2749	2805	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2777	2749	2805	2814	1022	333			2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10																						36	60											2739	2784	2749	2805	2814	1022	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2756	2749	2791	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2763	2749	2791	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2770	2749	2791	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2777	2749	2791	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2784	2749	2791	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2756	2749	2798	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2763	2749	2798	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2770	2749	2798	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2777	2749	2798	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2784	2749	2798	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2756	2749	2805	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2763	2749	2805	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2770	2749	2805	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2777	2749	2805	2814	1298	333			2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10																						36	60											2739	2784	2749	2805	2814	1298	333			2815	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	1																						36	60											2730	2740					334			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	2																						36	60											2731	2806	2741				335			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	3																						36	60											2732	2807	2742	1290			336			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2750	2743	2785	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2757	2743	2785	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2764	2743	2785	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2771	2743	2785	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2778	2743	2785	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2750	2743	2792	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2757	2743	2792	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2764	2743	2792	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2771	2743	2792	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2778	2743	2792	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2750	2743	2799	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2757	2743	2799	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2764	2743	2799	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2771	2743	2799	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4																						36	60											2733	2778	2743	2799	2808	1016	337			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2751	2744	2786	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2758	2744	2786	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2765	2744	2786	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2772	2744	2786	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2779	2744	2786	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2751	2744	2793	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2758	2744	2793	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2765	2744	2793	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2772	2744	2793	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2779	2744	2793	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2751	2744	2800	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2758	2744	2800	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2765	2744	2800	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2772	2744	2800	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	5																						36	60											2734	2779	2744	2800	2809	1017	338			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2752	2745	2787	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2759	2745	2787	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2766	2745	2787	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2773	2745	2787	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2780	2745	2787	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2752	2745	2794	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2759	2745	2794	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2766	2745	2794	2810	1018	339			131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	6																						36	60											2735	2773	2745	2794	2810	1018	339			131	
