Name	Genre	DetailType	ParticularType	Level	Series	Icon	ObjID	Width	Height	Intro	Price	BasicProp1Type	BasicProp1PAMin	BasicProp1PAMax	BasicProp2Type	BasicProp2PAMin	BasicProp2PAMax	BasicProp3Type	BasicProp3PAMin	BasicProp3PAMax	BasicProp4Type	BasicProp4PAMin	BasicProp4PAMax	BasicProp5Type	BasicProp5PAMin	BasicProp5PAMax	BasicProp6Type	BasicProp6PAMin	BasicProp6PAMax	BasicProp7Type	BasicProp7PAMin	BasicProp7PAMax	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
Phiªn Vò 	0	10	30	6	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	7	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	8	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	9	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	10	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
XÝch Long C©u	0	10	31	1	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	2	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	3	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	4	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	5	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	6	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	7	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	8	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	9	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
XÝch Long C©u	0	10	31	10	6	\spr\item\equip\horse\horse008.spr	40	2	3	Mét trong nh÷ng thÇn m· ®i m©y vÒ giã	500000	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
Siªu Quang	0	10	32	1	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	2	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	3	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	4	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	5	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	6	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	7	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	8	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	9	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
Siªu Quang	0	10	32	10	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
